image,pc_detections,luckfox_detections,diff_luckfox_minus_pc,abs_diff,luckfox_status,Lane_1_pc,Lane_1_luckfox,Lane_2_pc,Lane_2_luckfox,Lane_3_pc,Lane_3_luckfox
img00234.jpg,7,7,0,0,OK,1.0,1.0,2.0,2.0,4.0,4.0
img00235.jpg,7,7,0,0,OK,1.0,1.0,2.0,2.0,4.0,4.0
img00236.jpg,6,7,1,1,OK,1.0,1.0,2.0,2.0,3.0,4.0
img00237.jpg,7,9,2,2,OK,1.0,2.0,2.0,2.0,4.0,5.0
img00238.jpg,8,8,0,0,OK,2.0,1.0,2.0,2.0,4.0,5.0
img00239.jpg,8,7,-1,1,OK,2.0,1.0,2.0,2.0,4.0,4.0
img00240.jpg,9,8,-1,1,OK,2.0,2.0,2.0,2.0,5.0,4.0
img00241.jpg,7,9,2,2,OK,1.0,2.0,3.0,2.0,3.0,5.0
img00242.jpg,9,8,-1,1,OK,2.0,1.0,3.0,2.0,4.0,5.0
img00243.jpg,9,9,0,0,OK,1.0,2.0,3.0,2.0,5.0,5.0
img00244.jpg,8,8,0,0,OK,1.0,1.0,3.0,2.0,4.0,5.0
img00245.jpg,10,9,-1,1,OK,3.0,2.0,3.0,2.0,4.0,5.0
img00246.jpg,9,9,0,0,OK,2.0,1.0,3.0,3.0,4.0,5.0
img00247.jpg,9,9,0,0,OK,1.0,1.0,3.0,3.0,5.0,5.0
img00248.jpg,9,9,0,0,OK,2.0,1.0,3.0,3.0,4.0,5.0
img00249.jpg,9,8,-1,1,OK,2.0,1.0,3.0,3.0,4.0,4.0
img00250.jpg,8,10,2,2,OK,1.0,2.0,3.0,3.0,4.0,5.0
img00251.jpg,7,8,1,1,OK,1.0,1.0,2.0,3.0,4.0,4.0
img00252.jpg,8,11,3,3,OK,1.0,2.0,3.0,4.0,4.0,5.0
img00253.jpg,7,9,2,2,OK,0.0,1.0,3.0,3.0,4.0,5.0
img00254.jpg,7,8,1,1,OK,0.0,0.0,3.0,4.0,4.0,4.0
img00255.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00256.jpg,8,7,-1,1,OK,0.0,0.0,3.0,3.0,5.0,4.0
img00257.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00258.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00259.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00260.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00261.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00262.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00263.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00264.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00265.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00266.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00267.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00268.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00269.jpg,7,10,3,3,OK,0.0,0.0,3.0,3.0,4.0,7.0
img00270.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00271.jpg,8,7,-1,1,OK,0.0,0.0,3.0,3.0,5.0,4.0
img00272.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00273.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00274.jpg,8,9,1,1,OK,0.0,0.0,3.0,4.0,5.0,5.0
img00275.jpg,8,7,-1,1,OK,0.0,0.0,3.0,3.0,5.0,4.0
img00276.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00277.jpg,7,8,1,1,OK,0.0,0.0,3.0,3.0,4.0,5.0
img00278.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00279.jpg,7,9,2,2,OK,0.0,0.0,3.0,4.0,4.0,5.0
img00280.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00281.jpg,7,7,0,0,OK,0.0,0.0,3.0,3.0,4.0,4.0
img00282.jpg,8,7,-1,1,OK,0.0,0.0,4.0,3.0,4.0,4.0
img00283.jpg,8,9,1,1,OK,0.0,0.0,4.0,4.0,4.0,5.0
img00284.jpg,8,9,1,1,OK,0.0,0.0,4.0,4.0,4.0,5.0
img00285.jpg,8,8,0,0,OK,0.0,0.0,4.0,4.0,4.0,4.0
img00286.jpg,9,8,-1,1,OK,0.0,0.0,4.0,4.0,5.0,4.0
img00287.jpg,9,11,2,2,OK,0.0,0.0,4.0,6.0,5.0,5.0
img00288.jpg,8,9,1,1,OK,0.0,0.0,4.0,4.0,4.0,5.0
img00289.jpg,10,9,-1,1,OK,0.0,0.0,4.0,4.0,6.0,5.0
img00290.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00291.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00292.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00293.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00294.jpg,9,8,-1,1,OK,0.0,0.0,3.0,3.0,6.0,5.0
img00295.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00296.jpg,9,8,-1,1,OK,0.0,0.0,3.0,3.0,6.0,5.0
img00297.jpg,9,8,-1,1,OK,0.0,0.0,3.0,3.0,6.0,5.0
img00298.jpg,9,8,-1,1,OK,0.0,0.0,3.0,3.0,6.0,5.0
img00299.jpg,9,8,-1,1,OK,1.0,0.0,3.0,3.0,5.0,5.0
img00300.jpg,9,8,-1,1,OK,1.0,0.0,3.0,3.0,5.0,5.0
img00301.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00302.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00303.jpg,9,9,0,0,OK,0.0,0.0,3.0,3.0,6.0,6.0
img00304.jpg,9,9,0,0,OK,0.0,1.0,3.0,3.0,6.0,5.0
img00305.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00306.jpg,8,8,0,0,OK,1.0,0.0,2.0,3.0,5.0,5.0
img00307.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00308.jpg,8,8,0,0,OK,0.0,0.0,3.0,3.0,5.0,5.0
img00309.jpg,8,8,0,0,OK,1.0,0.0,2.0,3.0,5.0,5.0
img00310.jpg,8,8,0,0,OK,1.0,0.0,2.0,3.0,5.0,5.0
img00311.jpg,8,9,1,1,OK,1.0,1.0,2.0,2.0,5.0,6.0
img00312.jpg,9,8,-1,1,OK,1.0,1.0,2.0,2.0,6.0,5.0
img00313.jpg,9,9,0,0,OK,2.0,1.0,2.0,2.0,5.0,6.0
img00314.jpg,9,9,0,0,OK,2.0,1.0,2.0,3.0,5.0,5.0
img00315.jpg,8,8,0,0,OK,1.0,1.0,2.0,2.0,5.0,5.0
img00316.jpg,7,9,2,2,OK,1.0,1.0,2.0,3.0,4.0,5.0
img00317.jpg,7,9,2,2,OK,1.0,1.0,2.0,2.0,4.0,6.0
img00318.jpg,6,9,3,3,OK,0.0,1.0,2.0,3.0,4.0,5.0
img00319.jpg,8,9,1,1,OK,1.0,1.0,2.0,3.0,5.0,5.0
img00320.jpg,9,8,-1,1,OK,2.0,1.0,2.0,2.0,5.0,5.0
img00321.jpg,9,8,-1,1,OK,2.0,1.0,2.0,2.0,5.0,5.0
img00322.jpg,9,10,1,1,OK,2.0,1.0,2.0,3.0,5.0,6.0
img00323.jpg,11,9,-2,2,OK,3.0,1.0,2.0,3.0,6.0,5.0
img00324.jpg,10,9,-1,1,OK,2.0,2.0,2.0,2.0,6.0,5.0
img00325.jpg,10,9,-1,1,OK,2.0,1.0,2.0,2.0,6.0,6.0
img00326.jpg,10,10,0,0,OK,2.0,2.0,2.0,2.0,6.0,6.0
img00327.jpg,11,11,0,0,OK,2.0,3.0,2.0,2.0,7.0,6.0
img00328.jpg,11,13,2,2,OK,3.0,3.0,2.0,3.0,6.0,7.0
img00329.jpg,12,11,-1,1,OK,3.0,3.0,2.0,2.0,7.0,6.0
img00330.jpg,12,11,-1,1,OK,3.0,3.0,2.0,2.0,7.0,6.0
img00331.jpg,12,12,0,0,OK,3.0,3.0,2.0,2.0,7.0,7.0
img00332.jpg,11,12,1,1,OK,3.0,3.0,2.0,2.0,6.0,7.0
img00333.jpg,11,14,3,3,OK,3.0,3.0,2.0,3.0,6.0,8.0
img00334.jpg,11,13,2,2,OK,3.0,3.0,2.0,3.0,6.0,7.0
img00335.jpg,11,11,0,0,OK,3.0,3.0,2.0,2.0,6.0,6.0
img00336.jpg,10,13,3,3,OK,3.0,3.0,2.0,3.0,5.0,7.0
img00337.jpg,10,11,1,1,OK,3.0,3.0,2.0,2.0,5.0,6.0
img00338.jpg,10,12,2,2,OK,3.0,3.0,2.0,2.0,5.0,7.0
img00339.jpg,10,11,1,1,OK,3.0,3.0,2.0,3.0,5.0,5.0
img00340.jpg,10,11,1,1,OK,3.0,3.0,2.0,2.0,5.0,6.0
img00341.jpg,10,12,2,2,OK,3.0,3.0,2.0,3.0,5.0,6.0
img00342.jpg,10,12,2,2,OK,3.0,3.0,2.0,3.0,5.0,6.0
img00343.jpg,10,11,1,1,OK,3.0,3.0,2.0,2.0,5.0,6.0
img00344.jpg,11,10,-1,1,OK,3.0,3.0,2.0,2.0,6.0,5.0
img00345.jpg,10,10,0,0,OK,3.0,3.0,2.0,2.0,5.0,5.0
img00346.jpg,11,9,-2,2,OK,3.0,2.0,2.0,3.0,6.0,4.0
img00347.jpg,10,10,0,0,OK,3.0,2.0,2.0,3.0,5.0,5.0
img00348.jpg,9,9,0,0,OK,3.0,2.0,2.0,2.0,4.0,5.0
img00349.jpg,10,10,0,0,OK,3.0,2.0,2.0,3.0,5.0,5.0
img00350.jpg,10,12,2,2,OK,3.0,3.0,2.0,3.0,5.0,6.0
img00351.jpg,10,13,3,3,OK,3.0,3.0,2.0,4.0,5.0,6.0
img00352.jpg,9,9,0,0,OK,3.0,3.0,2.0,2.0,4.0,4.0
img00353.jpg,9,10,1,1,OK,3.0,3.0,2.0,2.0,4.0,5.0
img00354.jpg,9,11,2,2,OK,3.0,3.0,2.0,3.0,4.0,5.0
img00355.jpg,9,9,0,0,OK,3.0,3.0,2.0,2.0,4.0,4.0
img00356.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00357.jpg,8,11,3,3,OK,3.0,3.0,1.0,1.0,4.0,7.0
img00358.jpg,8,11,3,3,OK,3.0,4.0,1.0,1.0,4.0,6.0
img00359.jpg,8,10,2,2,OK,3.0,3.0,1.0,1.0,4.0,6.0
img00360.jpg,9,9,0,0,OK,3.0,3.0,1.0,1.0,5.0,5.0
img00361.jpg,7,8,1,1,OK,3.0,3.0,1.0,1.0,3.0,4.0
img00362.jpg,7,9,2,2,OK,3.0,3.0,1.0,1.0,3.0,5.0
img00363.jpg,9,8,-1,1,OK,3.0,3.0,1.0,1.0,5.0,4.0
img00364.jpg,8,9,1,1,OK,3.0,3.0,1.0,1.0,4.0,5.0
img00365.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00366.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00367.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00368.jpg,8,9,1,1,OK,3.0,3.0,1.0,1.0,4.0,5.0
img00369.jpg,8,10,2,2,OK,3.0,3.0,1.0,1.0,4.0,6.0
img00370.jpg,9,10,1,1,OK,3.0,3.0,1.0,1.0,5.0,6.0
img00371.jpg,7,9,2,2,OK,3.0,3.0,1.0,1.0,3.0,5.0
img00372.jpg,7,8,1,1,OK,3.0,2.0,1.0,1.0,3.0,5.0
img00373.jpg,7,9,2,2,OK,3.0,2.0,1.0,1.0,3.0,6.0
img00374.jpg,7,10,3,3,OK,3.0,2.0,1.0,1.0,3.0,7.0
img00375.jpg,9,8,-1,1,OK,4.0,2.0,1.0,1.0,4.0,5.0
img00376.jpg,9,9,0,0,OK,4.0,2.0,1.0,1.0,4.0,6.0
img00377.jpg,9,8,-1,1,OK,4.0,2.0,1.0,1.0,4.0,5.0
img00378.jpg,7,10,3,3,OK,3.0,3.0,1.0,1.0,3.0,6.0
img00379.jpg,9,12,3,3,OK,4.0,4.0,1.0,2.0,4.0,6.0
img00380.jpg,8,10,2,2,OK,3.0,3.0,1.0,1.0,4.0,6.0
img00381.jpg,8,10,2,2,OK,3.0,3.0,1.0,1.0,4.0,6.0
img00382.jpg,9,9,0,0,OK,4.0,2.0,1.0,1.0,4.0,6.0
img00383.jpg,9,11,2,2,OK,4.0,3.0,1.0,1.0,4.0,7.0
img00384.jpg,9,8,-1,1,OK,4.0,3.0,2.0,1.0,3.0,4.0
img00385.jpg,9,10,1,1,OK,4.0,3.0,2.0,2.0,3.0,5.0
img00386.jpg,8,8,0,0,OK,3.0,3.0,2.0,2.0,3.0,3.0
img00387.jpg,8,8,0,0,OK,3.0,3.0,2.0,2.0,3.0,3.0
img00388.jpg,8,9,1,1,OK,3.0,3.0,2.0,2.0,3.0,4.0
img00389.jpg,8,10,2,2,OK,3.0,3.0,2.0,2.0,3.0,5.0
img00390.jpg,8,11,3,3,OK,3.0,3.0,2.0,2.0,3.0,6.0
img00391.jpg,8,9,1,1,OK,3.0,3.0,2.0,2.0,3.0,4.0
img00392.jpg,8,9,1,1,OK,3.0,3.0,2.0,2.0,3.0,4.0
img00393.jpg,10,9,-1,1,OK,3.0,3.0,2.0,2.0,5.0,4.0
img00394.jpg,8,10,2,2,OK,3.0,3.0,2.0,2.0,3.0,5.0
img00395.jpg,8,10,2,2,OK,3.0,3.0,2.0,2.0,3.0,5.0
img00396.jpg,8,10,2,2,OK,3.0,3.0,2.0,2.0,3.0,5.0
img00397.jpg,9,9,0,0,OK,3.0,3.0,2.0,2.0,4.0,4.0
img00398.jpg,9,9,0,0,OK,3.0,3.0,2.0,2.0,4.0,4.0
img00399.jpg,8,9,1,1,OK,3.0,3.0,2.0,2.0,3.0,4.0
img00400.jpg,8,10,2,2,OK,3.0,3.0,2.0,2.0,3.0,5.0
img00401.jpg,8,12,4,4,OK,3.0,3.0,2.0,3.0,3.0,6.0
img00402.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00403.jpg,7,10,3,3,OK,3.0,3.0,1.0,2.0,3.0,5.0
img00404.jpg,7,12,5,5,OK,3.0,3.0,1.0,2.0,3.0,7.0
img00405.jpg,7,11,4,4,OK,3.0,4.0,1.0,2.0,3.0,5.0
img00406.jpg,7,9,2,2,OK,3.0,3.0,1.0,2.0,3.0,4.0
img00407.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00408.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00409.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00410.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00411.jpg,7,7,0,0,OK,3.0,3.0,1.0,1.0,3.0,3.0
img00412.jpg,7,8,1,1,OK,3.0,3.0,1.0,1.0,3.0,4.0
img00413.jpg,7,9,2,2,OK,3.0,5.0,1.0,1.0,3.0,3.0
img00414.jpg,9,11,2,2,OK,4.0,5.0,1.0,1.0,4.0,5.0
img00415.jpg,9,9,0,0,OK,4.0,4.0,1.0,1.0,4.0,4.0
img00416.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00417.jpg,8,10,2,2,OK,3.0,4.0,1.0,1.0,4.0,5.0
img00418.jpg,8,10,2,2,OK,3.0,4.0,1.0,1.0,4.0,5.0
img00419.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00420.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00421.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00422.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00423.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00424.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00425.jpg,8,11,3,3,OK,3.0,4.0,1.0,2.0,4.0,5.0
img00426.jpg,8,10,2,2,OK,3.0,4.0,1.0,2.0,4.0,4.0
img00427.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00428.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00429.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00430.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00431.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00432.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00433.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00434.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00435.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00436.jpg,7,8,1,1,OK,2.0,3.0,1.0,1.0,4.0,4.0
img00437.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00438.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00439.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00440.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00441.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00442.jpg,8,10,2,2,OK,3.0,4.0,1.0,2.0,4.0,4.0
img00443.jpg,9,8,-1,1,OK,3.0,3.0,1.0,1.0,5.0,4.0
img00444.jpg,7,8,1,1,OK,3.0,3.0,1.0,2.0,3.0,3.0
img00445.jpg,8,7,-1,1,OK,3.0,3.0,1.0,1.0,4.0,3.0
img00446.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00447.jpg,8,11,3,3,OK,3.0,3.0,1.0,2.0,4.0,6.0
img00448.jpg,9,9,0,0,OK,3.0,4.0,1.0,1.0,5.0,4.0
img00449.jpg,9,11,2,2,OK,3.0,4.0,1.0,2.0,5.0,5.0
img00450.jpg,8,10,2,2,OK,3.0,4.0,1.0,2.0,4.0,4.0
img00451.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00452.jpg,8,8,0,0,OK,3.0,3.0,1.0,1.0,4.0,4.0
img00453.jpg,9,10,1,1,OK,4.0,4.0,1.0,1.0,4.0,5.0
img00454.jpg,8,9,1,1,OK,3.0,4.0,1.0,1.0,4.0,4.0
img00455.jpg,9,8,-1,1,OK,3.0,3.0,2.0,1.0,4.0,4.0
img00456.jpg,9,8,-1,1,OK,3.0,3.0,2.0,1.0,4.0,4.0
img00457.jpg,10,8,-2,2,OK,4.0,3.0,2.0,1.0,4.0,4.0
img00458.jpg,9,8,-1,1,OK,3.0,3.0,2.0,1.0,4.0,4.0
img00459.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
img00460.jpg,10,10,0,0,OK,4.0,4.0,2.0,2.0,4.0,4.0
img00461.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
img00462.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
img00463.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
img00464.jpg,8,10,2,2,OK,3.0,4.0,1.0,2.0,4.0,4.0
img00465.jpg,8,10,2,2,OK,3.0,4.0,1.0,2.0,4.0,4.0
img00466.jpg,8,9,1,1,OK,3.0,3.0,1.0,2.0,4.0,4.0
img00467.jpg,10,10,0,0,OK,4.0,4.0,2.0,2.0,4.0,4.0
img00468.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
img00469.jpg,9,10,1,1,OK,3.0,4.0,2.0,2.0,4.0,4.0
